Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Tree Tackle","Glak’s Place and Tree Fort > The Tree Fort Area and Glak’s Place > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114453419/tree-tackle,3.1,-1,Sport,5.6,1,105,61.00848,-149.68943
"Rainbow Coalition","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/119560158/rainbow-coalition,3.3,-1,Sport,5.6,1,90,61.82582,-149.1913
"Gumby Drop","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109220074/gumby-drop,2.9,-1,Sport,5.6,1,95,61.82582,-149.1913
"Scouts Honor","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112347107/scouts-honor,3.0,-1,"Sport, Alpine",5.6,1,85,61.17201,-145.72496
"Happy Rosh Hashana","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112359186/happy-rosh-hashana,3.0,-1,"Sport, Alpine",5.6,2,175,61.17201,-145.72496
"Honey Badger","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112349053/honey-badger,3.0,-1,"Sport, Alpine",5.6,1,100,61.17201,-145.72496
"Babar Yoga","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112349577/babar-yoga,3.0,-1,"Sport, Alpine",5.6,1,100,61.17201,-145.72496
"Kentner's Mill","Panorama Point > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111790372/kentners-mill,3.0,-1,"Sport, Alpine",5.6,1,65,61.14021,-146.22031
Slabawooke,"Panorama Point > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111790419/slabawooke,3.0,-1,"Sport, Alpine",5.6,1,70,61.14021,-146.22031
"On The Grid","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112335207/on-the-grid,2.7,-1,"Sport, Alpine",5.6,1,85,61.17201,-145.72496
"Lost Treasure","Glak’s Place and Tree Fort > The Tree Fort Area and Glak’s Place > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114453446/lost-treasure,2.4,-1,Sport,5.6,1,100,61.00848,-149.68943
Unknown,"Nugget Boulder > Lower Reed Valley Bouldering > Reed Lakes Bouldering > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109126390/unknown,2.0,-1,"Sport, Alpine","5.6 R",1,25,61.82295,-149.18261
"Route 2","Moai Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111992718/route-2,2.0,-1,"Sport, Alpine",5.6,1,90,61.83701,-149.27792
Shortcake,"Shot Rock > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/107167858/shortcake,1.6,-1,Sport,5.6,1,35,61.0207,-149.7444
"K-Y Commando","Shot Rock > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/107167871/k-y-commando,1.2,-1,Sport,5.6,1,35,61.0207,-149.7444
"Santa Cruz","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110515215/santa-cruz,1.5,-1,"Sport, TR","5.6 PG13",1,30,61.82582,-149.1913
"Lucky Number Fifty-Sleven","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112361758/lucky-number-fifty-sleven,1.0,-1,"Sport, Alpine",5.6,2,190,61.17201,-145.72496
"Easy Pie","Crack In The Woods Roadcut > Crack in the Woods > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108945836/easy-pie,1.0,-1,Sport,5.6,1,60,61.02352,-149.74852
"Crow Baby","Ravendale (aka Lost Crack) > West Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/113630154/crow-baby,0.8,-1,Sport,"5.6 PG13",1,60,65.28423,-148.20122
Americanus,"Ursa Rock > South Gully > Jaw Point > Juneau > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/124043626/americanus,2.0,-1,Sport,5.6,1,30,58.26245,-134.05926
