Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Texas Heatwave","Dew Mound - Lower Wall > Dew Mound > Eagle River > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/122736656/texas-heatwave,4.0,-1,"Sport, Boulder","5.9+ V2",1,90,61.20459,-149.25232
"Broken Promises","Dew Mound - Lower Wall > Dew Mound > Eagle River > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/122658847/broken-promises,4.0,-1,"Sport, Boulder","5.9+ V3",1,50,61.20459,-149.25232
Zigzag,"The Monolith > Archangel Valley Sport and Traditional Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/106831834/zigzag,2.6,-1,"Trad, Sport",5.9+,1,80,61.82504,-149.24309
"Catholic Schoolgirls","Black Lakes Crag > Skagway > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/110564537/catholic-schoolgirls,3.1,-1,Sport,5.9+,1,90,59.50367,-135.25976
"Lichen it","Eyes of the World > Tee Harbor > Juneau > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/117658343/lichen-it,3.3,-1,"Sport, TR",5.9+,1,90,58.4124,-134.7525
"Gunsight Gap","Valdez Glacier Campground > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/116699685/gunsight-gap,3.2,-1,"Sport, Alpine",5.9+,1,65,61.13908,-146.20546
"Fern Gully","First Crag > West Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/108586989/fern-gully,2.6,-1,Sport,5.9+,1,40,65.28717,-148.19013
"Piece of Flake","Ravendale (aka Lost Crack) > West Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/108586859/piece-of-flake,3.0,-1,Sport,5.9+,1,35,65.28423,-148.20122
"Head Space and Timing","Lefty Area > Pivot Point > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111981313/head-space-and-timing,2.8,-1,Sport,5.9+,1,35,61.02093,-149.74429
Route#4,"Developer N/A > Chilkat State Park > Haines > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/118917216/route4,3.0,-1,"Sport, Alpine","5.9+ PG13",1,30,59.21191,-135.38288
"Best Deal in Town","Dino Head > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/107137373/best-deal-in-town,2.5,-1,Sport,5.9+,2,170,60.9834,-149.58971
"Minor Groove","Main Rock > Angel Creek Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/106011164/minor-groove,2.9,-1,"Sport, TR",5.9+,1,60,65.0113,-146.21671
[Redacted],"Crackland > East Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/106174086/redacted,2.7,-1,"Trad, Sport",5.9+,1,50,65.29304,-148.15959
"Barney Rubble","Rubble Pile Crag > West Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/106674577/barney-rubble,2.3,-1,Sport,"5.9+ PG13",1,55,65.28717,-148.19013
Reacharound,"Lookout Rock!! > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112099511/reacharound,2.7,-1,"Sport, Alpine",5.9+,1,60,61.14031,-146.22083
"Do the Dew","Beggar's Canyon > East Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/106764358/do-the-dew,2.6,-1,"Trad, Sport, TR",5.9+,1,50,65.29304,-148.15959
"Mourning Glory","Morning Wall (Back Wall) > East Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/114352425/mourning-glory,2.6,-1,Sport,5.9+,1,40,65.29304,-148.15959
Ontology,"Dermatologist's Dream Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108324510/ontology,2.4,-1,Sport,5.9+,1,45,61.83034,-149.18305
"Lefty Lucy","Panorama Point > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111098083/lefty-lucy,2.3,-1,"Sport, Alpine",5.9+,1,50,61.14021,-146.22031
"Marital Bliss Var.","Creekside Cliff > Purinton Creek > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109155003/marital-bliss-var,2.1,-1,Sport,5.9+,1,,61.81175,-148.13854
"Short and Sweet","Valdez Glacier Campground > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/116699473/short-and-sweet,2.3,-1,"Sport, Alpine",5.9+,1,45,61.13908,-146.20546
Squeeze-In,"Bermuda Triangle > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108950195/squeeze-in,1.9,-1,Sport,5.9+,1,,61.0091,-149.69611
"Face Crack","Good Vibes Wall > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108948038/face-crack,1.8,-1,Sport,5.9+,1,,61.018,-149.73869
"Anchor Man","The Sunny Side > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112361643/anchor-man,2.0,-1,"Sport, Alpine",5.9+,2,200,61.17201,-145.72496
