Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Sessions,"Stone Garden > Uinta Mountains > Northeast Utah > Utah",https://www.mountainproject.com/route/105741371/sessions,3.7,-1,Sport,5.12a,1,60,40.74985,-110.87912
49,"The Minimum Crag > Right Fork > Maple Canyon > Central Utah > Utah",https://www.mountainproject.com/route/106001020/49,3.8,-1,Sport,5.12a,1,80,39.5622,-111.6906
"Cool Your Jets","Waterfall Wall > Coalpit Gulch > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106264982/cool-your-jets,3.8,-1,Sport,5.12a,1,60,40.5667,-111.73753
Teeanova,"Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106194324/teeanova,3.7,-1,Sport,5.12a,1,90,40.4507,-111.6717
"Three Pump Chump","The Alley > Sunset Alley > Beaver Dam Road > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/109456277/three-pump-chump,3.6,-1,Sport,5.12a,1,100,37.13323,-113.84403
"All Chalk And No Action","Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741905/all-chalk-and-no-action,3.6,-1,Sport,5.12a,1,60,40.5741,-111.7543
"Good Medicine","Good Medicine Area > Ruth Lake > Uinta Mountains > Northeast Utah > Utah",https://www.mountainproject.com/route/106846282/good-medicine,3.5,-1,Sport,5.12a,1,50,40.73091,-110.87835
Tomacco,"Simpson Rock > Right Fork > Maple Canyon > Central Utah > Utah",https://www.mountainproject.com/route/106819097/tomacco,3.5,-1,Sport,5.12a,1,60,39.56135,-111.68774
"Naked Nebula","White Wave Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741125/naked-nebula,3.5,-1,Sport,5.12a,1,70,40.4507,-111.6711
"Dry Times","The Pipe Dream > Right Fork > Maple Canyon > Central Utah > Utah",https://www.mountainproject.com/route/105741122/dry-times,3.5,-1,Sport,5.12a,1,90,39.56569,-111.69639
"Watermelon Sugar","Ammo Dump Wall > Box Canyon > Maple Canyon Road > Maple Canyon > Central Utah > Utah",https://www.mountainproject.com/route/105994333/watermelon-sugar,3.4,-1,Sport,5.12a,1,100,39.55602,-111.6754
