Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Running From The Circus","Eastern Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/116838851/running-from-the-circus,3.9,-1,Sport,5.12b,1,75,37.3013,-82.30045
"Truffle Shuffle","Lodges > Towers/Lodges > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/113633532/truffle-shuffle,4.0,-1,Sport,5.12b,1,,37.15873,-82.40324
"Check Yo Gut","Pinnacle Overlook > Pinnacle Rock Area > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/114362654/check-yo-gut,3.4,-1,Sport,5.12b,1,60,37.12845,-82.41344
"The Masseuse","Trade Wall > Lower Lightside Routes > Lower Lightside > Lightside > (6) Jaybird Gorge > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/118586723/the-masseuse,3.0,-1,Sport,5.12b,1,45,36.89937,-82.41859
"Creature Comfort","Mammal Wall > Lower Lightside Routes > Lower Lightside > Lightside > (6) Jaybird Gorge > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/117378095/creature-comfort,3.0,-1,Sport,5.12b,1,35,36.89937,-82.41859
"Target Practice","Big Shot > Mile 3 Routes > (3) Mile Three > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/117649065/target-practice,3.0,-1,Sport,5.12b,1,55,36.90262,-82.39906
"Village People","Eastern Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/118145091/village-people,3.0,-1,Sport,5.12b,1,90,37.3013,-82.30045
"Guest River Revival","Block Head Buttress > Mile Two Routes > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/118850155/guest-river-revival,3.0,-1,Sport,5.12b,1,,36.89936,-82.4181
"Muddy Water","New Beginnings Wall > New Beginnings Area > Mile Two Routes > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/110112262/muddy-water,3.0,-1,Sport,5.12b,1,100,37.06165,-81.65342
"Circus Freak","Trade Wall > Lower Lightside Routes > Lower Lightside > Lightside > (6) Jaybird Gorge > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/117801045/circus-freak,2.5,-1,Sport,5.12b,1,45,36.89937,-82.41859
MAD,"Wonderland > Mile Two Routes > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/119025590/mad,2.0,-1,Sport,5.12b,1,45,36.91281,-82.43411
"Johnny AwesomeSauce","Big Shot > Mile 3 Routes > (3) Mile Three > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/116513042/johnny-awesomesauce,3.0,-1,Sport,5.12b,1,65,36.90262,-82.39906
"Be Bold, Start Cold","Eastern Prospectors > Prospectors > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/123967841/be-bold-start-cold,4.0,-1,Sport,5.12b,1,90,37.3013,-82.30045
"Across the Spiderverse","Lodges > Towers/Lodges > Breaks Interstate Park > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/125134904/across-the-spiderverse,4.0,-1,Sport,5.12b,1,75,37.15873,-82.40324
