Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Slingshot,"Amusement Wall > MRG Southeast (aka Darkside) > Mad River Gorge & Nature Preserve > Southwest Ohio > Ohio",https://www.mountainproject.com/route/113213933/slingshot,2.5,-1,Sport,5.8,1,25,39.91506,-83.85918
"Drop Zone","Overpass Wall > Overpass Area > MRG Southeast (aka Darkside) > Mad River Gorge & Nature Preserve > Southwest Ohio > Ohio",https://www.mountainproject.com/route/117798856/drop-zone,2.7,-1,Sport,5.8,1,40,39.91476,-83.85385
"Slug Buddy","Trash Shoot Wall > Trash Shoot Area > MRG Southwest (aka Western Wetlands) > Mad River Gorge & Nature Preserve > Southwest Ohio > Ohio",https://www.mountainproject.com/route/115147938/slug-buddy,2.7,-1,Sport,5.8,1,25,39.91483,-83.86433
"Jeni's Double Dip","Scioto Audubon Metro Park > Central Ohio > Ohio",https://www.mountainproject.com/route/108341115/jenis-double-dip,2.9,-1,"Sport, TR",5.8,1,35,39.94883,-83.00937
Undertow,"Ship Rock > MRG Southwest (aka Western Wetlands) > Mad River Gorge & Nature Preserve > Southwest Ohio > Ohio",https://www.mountainproject.com/route/117491360/undertow,2.9,-1,Sport,5.8,1,30,39.91523,-83.86115
"Sea Legs","Ship Rock > MRG Southwest (aka Western Wetlands) > Mad River Gorge & Nature Preserve > Southwest Ohio > Ohio",https://www.mountainproject.com/route/117266939/sea-legs,2.5,-1,Sport,5.8,1,20,39.91523,-83.86115
"Raining Buckeyes","Trash Shoot Wall > Trash Shoot Area > MRG Southwest (aka Western Wetlands) > Mad River Gorge & Nature Preserve > Southwest Ohio > Ohio",https://www.mountainproject.com/route/117765847/raining-buckeyes,2.3,-1,Sport,5.8,1,25,39.91483,-83.86433
"Beached Whale","Ship Rock > MRG Southwest (aka Western Wetlands) > Mad River Gorge & Nature Preserve > Southwest Ohio > Ohio",https://www.mountainproject.com/route/117495573/beached-whale,2.5,-1,Sport,5.8,1,30,39.91523,-83.86115
Blowhole,"Ship Rock > MRG Southwest (aka Western Wetlands) > Mad River Gorge & Nature Preserve > Southwest Ohio > Ohio",https://www.mountainproject.com/route/117605461/blowhole,2.4,-1,Sport,5.8,1,25,39.91523,-83.86115
"Block Party","4. Front Wall > Big Cliffs > Logtown > Northeast Ohio > Ohio",https://www.mountainproject.com/route/110387184/block-party,1.9,-1,"Sport, TR",5.8,1,40,40.77932,-80.78355
Triangles,"The Dam Wall > The Dam Area > Lake Vesuvius > Wayne National Forest- Ironton Unit > Wayne National Forest > Southeast Ohio > Ohio",https://www.mountainproject.com/route/111415125/triangles,2.4,-1,"Sport, TR",5.8,1,,38.60773,-82.62813
"Just for the Fun of It","1. Back Wall > Big Cliffs > Logtown > Northeast Ohio > Ohio",https://www.mountainproject.com/route/115429939/just-for-the-fun-of-it,2.3,-1,Sport,5.8,1,,40.778,-80.7806
"Slippery as an Eells","2. Left Main Wall > Big Cliffs > Logtown > Northeast Ohio > Ohio",https://www.mountainproject.com/route/112123316/slippery-as-an-eells,2.3,-1,Sport,5.8,1,40,40.77932,-80.78356
"Tenuous Ambitions","Main Rocks > Beach City Wildlife Area > Northeast Ohio > Ohio",https://www.mountainproject.com/route/122998967/tenuous-ambitions,2.0,-1,"Sport, TR",5.8,1,,40.61446,-81.61437
Cropdustin,"Kiedaisch Point > Southeast Ohio > Ohio",https://www.mountainproject.com/route/119365613/cropdustin,2.0,-1,Sport,5.8,1,35,39.68304,-80.86764
"Return of Mothman","Main Rocks > Beach City Wildlife Area > Northeast Ohio > Ohio",https://www.mountainproject.com/route/122952145/return-of-mothman,2.0,-1,Sport,5.8,1,,40.61446,-81.61437
"White Sandy Beaches","Main Rocks > Beach City Wildlife Area > Northeast Ohio > Ohio",https://www.mountainproject.com/route/122952193/white-sandy-beaches,2.0,-1,Sport,5.8,1,,40.61446,-81.61437
"Shorter the Better","Eastern Slabs > MRG Southeast (aka Darkside) > Mad River Gorge & Nature Preserve > Southwest Ohio > Ohio",https://www.mountainproject.com/route/124680127/shorter-the-better,2.1,-1,Sport,5.8,1,40,39.9153,-83.85886
"Tomb of the Unknown Bolter","South Wall > North Area > Quarry Trails Metro Park > Central Ohio > Ohio",https://www.mountainproject.com/route/125759141/tomb-of-the-unknown-bolter,1.0,-1,Sport,5.8,1,42,40.00421,-83.09508
"Death of a Belayer","South Wall > North Area > Quarry Trails Metro Park > Central Ohio > Ohio",https://www.mountainproject.com/route/125764819/death-of-a-belayer,1.0,-1,Sport,5.8,1,42,40.00421,-83.09508
