Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"The Mercy","The Cathedral Cave > *Cathedral Ledge > New Hampshire",https://www.mountainproject.com/route/123029717/the-mercy,4.0,-1,Sport,5.13c/d,1,,44.064,-71.1663
"Dodge the Lemons","Waimea > *Rumney > New Hampshire",https://www.mountainproject.com/route/105892279/dodge-the-lemons,3.1,-1,Sport,5.13c/d,1,,43.80386,-71.84091
"Gold Coast","Waimea > *Rumney > New Hampshire",https://www.mountainproject.com/route/108189016/gold-coast,3.2,-1,Sport,5.13c/d,1,,43.80386,-71.84091
"Feeding Frenzy","Monsters from the Id > *Rumney > New Hampshire",https://www.mountainproject.com/route/106082877/feeding-frenzy,2.6,-1,Sport,5.13c/d,1,,43.80226,-71.83997
