Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Accident Victim","Red Gate > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/107137858/accident-victim,2.9,-1,Sport,5.8,1,100,61.0583,-149.7979
"Castner Kegger","Bear Creek crag > Bear Creek > Delta Range > Interior Alaska/Alaska Range > Alaska",https://www.mountainproject.com/route/122285581/castner-kegger,4.0,-1,"Sport, Alpine",5.8,1,65,63.613,-145.86329
"Elite Eight","Upper Pivot Point > Pivot Point > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/107151139/elite-eight,2.3,-1,Sport,5.8,1,30,61.0215,-149.74339
"Here Comes the Sun","Sunnyside > West Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/116833852/here-comes-the-sun,3.2,-1,"Sport, TR, Mixed","5.8 M4+",1,85,65.28887,-148.1881
"Jack be Nimble","Lower Wall > 43 mile crag > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/118936230/jack-be-nimble,3.2,-1,"Sport, Alpine",5.8,1,65,61.24271,-145.34439
"Urban Blight","Party World > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/107133175/urban-blight,2.4,-1,Sport,5.8,1,80,60.9901,-149.6179
"Tom's Toothpaste","Byron Glacier Wall > Portage > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/119004598/toms-toothpaste,3.0,-1,Sport,5.8,1,95,60.75848,-148.84843
"2nd bolted route","The Sea Cliffs > Juneau > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/112156483/2nd-bolted-route,2.8,-1,Sport,5.8,1,,58.58494,-134.90001
"Route  1 Lower Wall","43 Mile > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111950628/route-1-lower-wall,3.0,-1,"Sport, Alpine",5.8,1,60,61.24233,-145.34356
Bicentennial,"Lookout Rock!! > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112099535/bicentennial,3.0,-1,"Sport, Alpine",5.8,1,65,61.14031,-146.22083
