Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Word,"The Concave > Little River Canyon > Alabama",https://www.mountainproject.com/route/112396178/word,3.8,-1,Sport,5.13a,1,65,34.37859,-85.63084
Silverback,"The Concave > Little River Canyon > Alabama",https://www.mountainproject.com/route/112396150/silverback,3.4,-1,Sport,5.13a,1,55,34.37859,-85.63084
Stealth,"Ninja Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112787016/stealth,4.0,-1,Sport,5.13a,1,60,34.33722,-85.6725
"Double D","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/114152935/double-d,3.8,-1,Sport,5.13a,1,80,34.3588,-85.67018
"Full Torque","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/120329118/full-torque,3.3,-1,Sport,5.13a,1,80,34.3588,-85.67018
"Skin Changer","Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/120329023/skin-changer,3.3,-1,Sport,5.13a,1,60,34.36397,-85.65656
"Area of Doubt","Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/115433088/area-of-doubt,3.2,-1,Sport,5.13a,1,50,34.32235,-85.67426
"Valentine's Day Massacre","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/110429418/valentines-day-massacre,2.5,-1,Sport,5.13a,1,30,34.18027,-85.81621
"Less than Zero","Wave Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/120328992/less-than-zero,3.0,-1,Sport,5.13a,1,50,34.36389,-85.66332
"Pod Right","The Concave > Little River Canyon > Alabama",https://www.mountainproject.com/route/118778653/pod-right,3.0,-1,Sport,5.13a,1,50,34.37859,-85.63084
"Big Cat","Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/120329096/big-cat,2.5,-1,Sport,5.13a,1,70,34.32235,-85.67426
Casper,"Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/120774837/casper,2.5,-1,Sport,5.13a,1,50,34.32235,-85.67426
"Agent Orange","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116539945/agent-orange,2.3,-1,Sport,5.13a,1,,34.3588,-85.67018
Rant,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/110657379/rant,1.5,-1,Sport,5.13a,1,60,34.18041,-85.81555
X,"Grace Falls > Little River Canyon > Alabama",https://www.mountainproject.com/route/114324187/x,2.0,-1,Sport,5.13a,1,35,34.35929,-85.66846
"Crucified By Love","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/106302996/crucified-by-love,2.0,-1,Sport,5.13a,1,,34.18027,-85.81621
Fade,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/125375263/fade,3.0,-1,Sport,5.13a,1,40,34.36397,-85.65656
Re-Masquerade,"Masquerade Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/125378781/re-masquerade,3.0,-1,Sport,5.13a,1,85,34.36393,-85.65981
