Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Piece of the Pie","Mosquito Ledge > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108971055/piece-of-the-pie,4.0,-1,Sport,5.11b,1,100,60.88129,-149.03948
"White Face","Ravendale (aka Lost Crack) > West Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/108586882/white-face,3.8,-1,Sport,5.11b,1,40,65.28423,-148.20122
"Shoot' em Up","The Tunnel Wall > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108604750/shoot-em-up,4.0,-1,"Sport, Alpine",5.11b,1,90,61.08487,-145.89324
"Face the Damage","Right Cave > Weiner Lake Routes > Wookie Wall/Weiner Lake > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109053272/face-the-damage,2.9,-1,Sport,5.11b,2,115,61.8128,-148.1665
"Dino Later","Dino Head > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108291229/dino-later,3.0,-1,Sport,5.11b,1,40,60.9834,-149.58971
Alderdash,"Valdez Glacier Campground > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111218339/alderdash,3.0,-1,"Sport, Alpine",5.11b,1,35,61.13908,-146.20546
"Kiss The Sky","Right Side Walls > Weiner Lake Routes > Wookie Wall/Weiner Lake > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109938936/kiss-the-sky,3.0,-1,Sport,5.11b,3,200,61.81071,-148.15916
"Finger Fillet","Gorilla's Head > East Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/108587021/finger-fillet,3.3,-1,Sport,5.11b,1,35,65.35648,-147.01109
"Slippery slope","Valdez Glacier Campground > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/116699582/slippery-slope,3.0,-1,"Sport, Alpine",5.11b,1,60,61.13908,-146.20546
Chillout,"Glacier View > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/119285119/chillout,3.0,-1,"Sport, Alpine",5.11b,1,60,61.17081,-145.72983
"I Do What I Want","South Park Wall > Weiner Lake Routes > Wookie Wall/Weiner Lake > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109987126/i-do-what-i-want,3.0,-1,Sport,5.11b,1,70,61.81214,-148.15993
"Unknown 9","Right Side Walls > Weiner Lake Routes > Wookie Wall/Weiner Lake > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109980332/unknown-9,3.0,-1,Sport,5.11b,1,55,61.81071,-148.15916
"Left At Albuquerque","Valdez Glacier Campground > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111218480/left-at-albuquerque,2.8,-1,"Sport, Alpine",5.11b,1,40,61.13908,-146.20546
"Unified Field","Tram Rock > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108968951/unified-field,2.6,-1,Sport,5.11b,1,65,60.96848,-149.09322
"Son of Dino","Dino Head > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108967049/son-of-dino,2.6,-1,Sport,5.11b,1,55,60.9834,-149.58971
"Wild Kingdom","Dermatologist's Dream Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108324468/wild-kingdom,2.7,-1,"Trad, Sport",5.11b,1,90,61.83034,-149.18305
"Tibetan Prayer Flags Made in China","Republic of Boulder > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108607182/tibetan-prayer-flags-made-in-china,2.5,-1,"Sport, Alpine",5.11b,1,65,61.17251,-145.7244
Harristotle,"Panorama Point > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111786366/harristotle,2.5,-1,"Sport, Alpine",5.11b,1,65,61.14021,-146.22031
A-Tree-Ehh,"Resolution Bluff > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108610221/a-tree-ehh,2.0,-1,Sport,5.11b,1,30,61.01484,-149.71649
"Naught For All","Lower Pivot Point > Pivot Point > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108947668/naught-for-all,1.8,-1,"Sport, TR",5.11b,1,35,61.12307,-149.85744
"National Paranoia","Department of Defense Wall > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110945644/national-paranoia,2.0,-1,"Sport, Alpine",5.11b,1,40,61.12348,-145.72008
"Unknown 7","Right Side Walls > Weiner Lake Routes > Wookie Wall/Weiner Lake > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109943151/unknown-7,2.0,-1,Sport,5.11b,1,60,61.81071,-148.15916
"No Golden Showers","Lower Crack in the Woods > Crack in the Woods > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108945585/no-golden-showers,1.0,-1,Sport,5.11b,1,30,61.02346,-149.747
Intimidation,"Sea Cave > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108942215/intimidation,1.0,-1,Sport,5.11b,1,35,61.0352,-149.7773
"Belly Up","Mosquito Ledge > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108972217/belly-up,1.0,-1,Sport,5.11b,1,80,60.88129,-149.03948
