Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Fight Club","Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/116088893/fight-club,3.8,-1,Sport,5.11d,1,,34.36397,-85.65656
"Rotten Pillar","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112844621/rotten-pillar,3.2,-1,Sport,5.11d,1,,34.3588,-85.67018
"Welcome to Little River","Brandnewbia > Little River Canyon > Alabama",https://www.mountainproject.com/route/116089852/welcome-to-little-river,3.9,-1,Sport,5.11d,1,,34.3577,-85.67626
ADR,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/113431780/adr,2.8,-1,Sport,5.11d,1,50,34.36397,-85.65656
"Touch of Gray","Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112786218/touch-of-gray,2.9,-1,Sport,5.11d,1,,34.3655,-85.66088
Klingon,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106302950/klingon,3.4,-1,Sport,5.11d,1,,34.1815,-85.81285
"Tales From the Hard Side","Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/106301622/tales-from-the-hard-side,2.8,-1,Sport,5.11d,1,40,34.17961,-85.8179
"Hot Taaka","Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/119745118/hot-taaka,3.1,-1,Sport,5.11d,1,60,34.32235,-85.67426
Gossamer,"Right Side Cliff > Yellow Bluff > Alabama",https://www.mountainproject.com/route/108685519/gossamer,2.8,-1,Sport,5.11d,1,,34.4353,-86.6746
"How's Your Love Life?","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/112161319/hows-your-love-life,2.9,-1,"Sport, TR",5.11d,1,40,34.18041,-85.81555
Allthea,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112844549/allthea,2.6,-1,Sport,5.11d,1,,34.3588,-85.67018
Kin,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116539956/kin,2.8,-1,Sport,5.11d,1,,34.3588,-85.67018
Thorazine,"Crazy House > Little River Canyon > Alabama",https://www.mountainproject.com/route/118803062/thorazine,3.0,-1,Sport,5.11d,1,75,34.36424,-85.65413
"Lone Shark","Griffin Falls > Alabama",https://www.mountainproject.com/route/118739403/lone-shark,3.0,-1,Sport,5.11d,1,40,34.2876,-85.9237
"Dash Rip Rock","Grace Falls > Little River Canyon > Alabama",https://www.mountainproject.com/route/121671342/dash-rip-rock,3.0,-1,Sport,5.11d,1,80,34.35929,-85.66846
Juicer,"Wave Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/123128757/juicer,3.0,-1,Sport,5.11d,1,,34.36389,-85.66332
"Slick Willie","Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/117115362/slick-willie,2.8,-1,Sport,5.11d,1,60,34.3655,-85.66088
"Grey Streak","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112844580/grey-streak,2.4,-1,Sport,5.11d,1,,34.3588,-85.67018
Asylum,"Crazy House > Little River Canyon > Alabama",https://www.mountainproject.com/route/116568126/asylum,2.6,-1,Sport,5.11d,1,50,34.36424,-85.65413
Throw,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/115337387/throw,2.8,-1,Sport,5.11d,1,,34.36397,-85.65656
Spooky,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106302915/spooky,2.5,-1,Sport,5.11d,1,,34.1815,-85.81285
Courtesy,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/115337431/courtesy,2.3,-1,Sport,5.11d,1,,34.36397,-85.65656
Outpatient,"Crazy House > Little River Canyon > Alabama",https://www.mountainproject.com/route/115397151/outpatient,2.2,-1,Sport,5.11d,1,50,34.36424,-85.65413
"Urban Gorilla","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/120084563/urban-gorilla,2.0,-1,Sport,5.11d,1,60,34.18041,-85.81555
"Million Dollar Club","Grace Falls > Little River Canyon > Alabama",https://www.mountainproject.com/route/120450237/million-dollar-club,2.0,-1,Sport,5.11d,1,45,34.35929,-85.66846
"Changing Landscapes","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/116620728/changing-landscapes,2.0,-1,Sport,5.11d,1,100,34.18041,-85.81555
"Yellow Sling","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/123038942/yellow-sling,2.3,-1,Sport,5.11d,1,50,34.3588,-85.67018
JDR,"Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/117115321/jdr,1.7,-1,Sport,"5.11d PG13",1,60,34.3655,-85.66088
Avox,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116608637/avox,1.5,-1,Sport,5.11d,1,,34.3588,-85.67018
"CC Rider","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/123038929/cc-rider,3.0,-1,Sport,5.11d,1,55,34.3588,-85.67018
Slack,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/123635219/slack,3.5,-1,Sport,5.11d,1,,34.36397,-85.65656
Tariff,"Crazy House > Little River Canyon > Alabama",https://www.mountainproject.com/route/123783877/tariff,3.0,-1,Sport,5.11d,1,55,34.36424,-85.65413
Dice-o-rama,"Crazy House > Little River Canyon > Alabama",https://www.mountainproject.com/route/124253105/dice-o-rama,3.0,-1,Sport,5.11d,1,70,34.36424,-85.65413
