Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Inertial Twists","2 Toxic Hueco Area > Lower Meadow > Meadow River Gorge > The New River Gorge Region > West Virginia",https://www.mountainproject.com/route/109023652/inertial-twists,2.5,-1,Sport,5.12-,1,50,38.15323,-80.93233
"Stone Cold Dixie","The Long Wall > Summersville Lake (main) > Summersville (Gauley River) Area > The New River Gorge Region > West Virginia",https://www.mountainproject.com/route/106562059/stone-cold-dixie,2.7,-1,Sport,5.12-,1,60,38.24137,-80.84379
Footloose,"Riverbend > Franklin Gorge > Eastern WV > West Virginia",https://www.mountainproject.com/route/118166662/footloose,2.7,-1,Sport,5.12-,1,70,38.66538,-79.32472
"Wild and Wonderful","Cotton Top > Cotton Hill > New River Gorge Proper > The New River Gorge Region > West Virginia",https://www.mountainproject.com/route/120517436/wild-and-wonderful,2.0,-1,Sport,5.12-,1,50,38.1151,-81.14094
"CU Rodeo","Ninja Wall > Guide Wall > Smoke Hole Canyon > Eastern WV > West Virginia",https://www.mountainproject.com/route/113085840/cu-rodeo,1.0,-1,Sport,5.12-,1,50,38.87567,-79.26769
"C.L. Memorial","Solar Slabs Proper > Solar Slabs > Coopers Rock State Forest > Northern WV > West Virginia",https://www.mountainproject.com/route/124625558/cl-memorial,4.0,-1,Sport,5.12-,1,60,39.65071,-79.83778
