Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Rage,"Stephen King Library > South Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106270396/rage,3.9,-1,Sport,5.12c,1,60,36.09366,-84.69989
Predator,"Predator Wall > Castle Rock > Tennessee",https://www.mountainproject.com/route/108613963/predator,3.9,-1,Sport,"5.12c PG13",1,80,35.10403,-85.63117
"Twistin' in the Wind","T-Wall East > The Tennessee Wall > Tennessee",https://www.mountainproject.com/route/106090531/twistin-in-the-wind,3.8,-1,Sport,5.12c,1,60,35.07379,-85.40108
"Dalai Lama","Buffet Wall > Denny East > Denny Cove > Tennessee",https://www.mountainproject.com/route/113873272/dalai-lama,3.6,-1,Sport,5.12c,1,90,35.15364,-85.67698
"The Journey","Y- 12 > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106945458/the-journey,3.9,-1,Sport,5.12c,1,100,36.09452,-84.71022
"Body count","Tieranny Roofs > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106165307/body-count,3.9,-1,Sport,5.12c,1,100,36.09055,-84.70502
"The Mole","Main Wall > Deep Creek > Tennessee",https://www.mountainproject.com/route/107562493/the-mole,3.9,-1,Sport,5.12c,1,75,35.29446,-85.19654
"The Rules of Engagement","The Hanger > Little Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/107576712/the-rules-of-engagement,3.9,-1,Sport,5.12c,1,90,36.108,-84.7162
"Flash Fried","Buffet Wall > Denny East > Denny Cove > Tennessee",https://www.mountainproject.com/route/115329045/flash-fried,3.9,-1,Sport,5.12c,1,85,35.15364,-85.67698
"Occams Blazer","Main Wall > Deep Creek > Tennessee",https://www.mountainproject.com/route/112840886/occams-blazer,3.9,-1,Sport,5.12c,1,75,35.29446,-85.19654
Mutatious,"Buffet Wall > Denny East > Denny Cove > Tennessee",https://www.mountainproject.com/route/115969117/mutatious,3.6,-1,Sport,5.12c,1,90,35.15364,-85.67698
"Monkey Mon","Laurel Falls > Tennessee",https://www.mountainproject.com/route/116081934/monkey-mon,4.0,-1,Sport,5.12c,1,70,35.55392,-84.99114
Cornerstone,"Cornerstone Block > Little Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/107576663/cornerstone,3.7,-1,Sport,5.12c,1,70,36.108,-84.7162
"La Familia","Lilly Bluff > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/108163019/la-familia,3.0,-1,Sport,5.12c,1,50,36.1022,-84.7184
"Boo Yah","The Outer Circle Ampitheatre > South Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/109992890/boo-yah,3.7,-1,Sport,5.12c,1,40,36.09411,-84.69811
"Truman Show Face","North Clear Creek Sub Area > North Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/118701881/truman-show-face,3.8,-1,Sport,5.12c,1,105,36.09915,-84.70974
"Failed Hero","Stallion Cave > Deep Creek > Tennessee",https://www.mountainproject.com/route/122557359/failed-hero,3.0,-1,Sport,5.12c,1,,35.29214,-85.19967
420,"The Hanger > Little Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/110931915/420,4.0,-1,Sport,5.12c,1,60,36.108,-84.7162
Huckleberry,"The Hanger > Little Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/110932056/huckleberry,4.0,-1,Sport,5.12c,1,60,36.108,-84.7162
"Rectile Projectile","Buffet Wall > Denny East > Denny Cove > Tennessee",https://www.mountainproject.com/route/120236679/rectile-projectile,3.2,-1,Sport,5.12c,1,80,35.15364,-85.67698
"Proposition One","The Red Light District > Foster Falls > Tennessee",https://www.mountainproject.com/route/108441619/proposition-one,3.4,-1,Sport,5.12c,1,60,35.17702,-85.68673
"All Business","The Hanger > Little Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/107576704/all-business,3.4,-1,Sport,5.12c,1,90,36.108,-84.7162
"The Gauntlet","Tieranny Roofs > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/115323333/the-gauntlet,3.5,-1,Sport,5.12c,1,70,36.09055,-84.70502
Centerstone,"Cornerstone Block > Little Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/107576659/centerstone,3.2,-1,Sport,5.12c,1,70,36.108,-84.7162
"Good to the Last Pop","The Inner Circle > North Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/107865793/good-to-the-last-pop,2.8,-1,Sport,5.12c,1,80,36.09955,-84.7103
"The Rippler","Big Tex Cave > Denny West > Denny Cove > Tennessee",https://www.mountainproject.com/route/113731393/the-rippler,3.3,-1,Sport,5.12c,1,65,35.15508,-85.68941
"Farmer Roof Extension","T-Wall East > The Tennessee Wall > Tennessee",https://www.mountainproject.com/route/113928384/farmer-roof-extension,3.0,-1,Sport,5.12c,1,,35.07379,-85.40108
"Scarlete Begonia","Predator Wall > Castle Rock > Tennessee",https://www.mountainproject.com/route/111216820/scarlete-begonia,3.0,-1,Sport,5.12c,1,90,35.10403,-85.63117
Nomad,"Tieranny Roofs > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/111607655/nomad,3.0,-1,Sport,5.12c,1,60,36.09055,-84.70502
"Magic Man","The Hanger > Little Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/110932839/magic-man,3.0,-1,Sport,5.12c,1,60,36.108,-84.7162
"Shake, Rattle, and hum","Buzzard Point > Tennessee",https://www.mountainproject.com/route/121921573/shake-rattle-and-hum,3.0,-1,Sport,5.12c,1,65,35.53775,-85.03099
"Feast of Fools","Main Wall > Deep Creek > Tennessee",https://www.mountainproject.com/route/121065348/feast-of-fools,3.0,-1,Sport,5.12c,1,,35.29446,-85.19654
"Tooth and Nail","The Deep End > Deep Creek > Tennessee",https://www.mountainproject.com/route/108311620/tooth-and-nail,3.0,-1,Sport,5.12c,1,65,35.29376,-85.19757
"Rootz Underground","Sphincter Wall > Denny East > Denny Cove > Tennessee",https://www.mountainproject.com/route/122653253/rootz-underground,3.0,-1,Sport,5.12c,1,55,35.1543,-85.68281
Carcas,"Buffet Wall > Denny East > Denny Cove > Tennessee",https://www.mountainproject.com/route/123464977/carcas,3.0,-1,Sport,5.12c,1,,35.15364,-85.67698
"Chestnut Sport 2","Bonny and Clyde Wall- AKA Drifters Wall > Castle Rock > Tennessee",https://www.mountainproject.com/route/123517386/chestnut-sport-2,3.0,-1,Sport,5.12c,1,65,35.10442,-85.63095
"Temporary Insanity","Lilly Bluff > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/110550706/temporary-insanity,2.5,-1,Sport,5.12c,1,50,36.1022,-84.7184
Liars,"Crime Buttress > Foster Falls > Tennessee",https://www.mountainproject.com/route/110551917/liars,2.5,-1,Sport,5.12c,1,70,35.17903,-85.679
"Welcome to the Machine","Y- 12 > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/115319454/welcome-to-the-machine,2.5,-1,Sport,5.12c,1,,36.09452,-84.71022
"Psycho Soma","Middle Obed > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/118582075/psycho-soma,2.0,-1,Sport,5.12c,1,,36.09008,-84.70732
"Trick Photography","The Hanger > Little Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/110770432/trick-photography,2.0,-1,Sport,5.12c,1,60,36.108,-84.7162
"Double Cross","The Hanger > Little Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/110932664/double-cross,2.0,-1,Sport,5.12c,1,65,36.108,-84.7162
"Cuyahoga Falls","Buzzard Point > Tennessee",https://www.mountainproject.com/route/106308340/cuyahoga-falls,2.0,-1,Sport,5.12c,1,60,35.53775,-85.03099
"Frost Man","Solstice Cave > South Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/107610093/frost-man,1.5,-1,Sport,"5.12c PG13",1,,36.09373,-84.70165
"The Fossil","The Hanger > Little Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/110930459/the-fossil,1.5,-1,Sport,5.12c,1,60,36.108,-84.7162
"Launch Pad","Rocket Slab > Foster Falls > Tennessee",https://www.mountainproject.com/route/106314703/launch-pad,1.2,-1,Sport,5.12c,1,45,35.1763,-85.68415
Paleface,"T-Wall East > The Tennessee Wall > Tennessee",https://www.mountainproject.com/route/106354710/paleface,1.0,-1,Sport,5.12c,1,70,35.07379,-85.40108
"Physical Graffiti","The Woodshed > Deep Creek > Tennessee",https://www.mountainproject.com/route/124046808/physical-graffiti,3.0,-1,Sport,5.12c,1,,35.29794,-85.19518
"See Cock City","The Distillery (AKA Still House Left) > Woodcock Cove > Tennessee",https://www.mountainproject.com/route/124209183/see-cock-city,3.0,-1,Sport,5.12c,1,60,35.33191,-85.45106
"Rumors of War (Extension)","Broom Wall/Rasputin Ledge > North Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/123760684/rumors-of-war-extension,3.0,-1,Sport,5.12c,1,120,36.09595,-84.70763
Creekonomics,"The Dungeon > Deep Creek > Tennessee",https://www.mountainproject.com/route/124648502/creekonomics,3.0,-1,Sport,5.12c,1,,35.2932,-85.19823
"Recession Proof","The Dungeon > Deep Creek > Tennessee",https://www.mountainproject.com/route/124693221/recession-proof,4.0,-1,Sport,5.12c,1,,35.2932,-85.19823
"Gator Blood","Hydro Wall > Deep Creek > Tennessee",https://www.mountainproject.com/route/124860352/gator-blood,3.0,-1,Sport,5.12c,1,,35.29174,-85.201
"Slap Jack","The Wave Wall > Deep Creek > Tennessee",https://www.mountainproject.com/route/124876520/slap-jack,2.0,-1,Sport,5.12c,1,70,35.29344,-85.19789
"Congo Khalifa aka Green Crack","The Dispensary > Woodcock Cove > Tennessee",https://www.mountainproject.com/route/125033828/congo-khalifa-aka-green-crack,4.0,-1,Sport,5.12c,1,,35.3321,-85.45535
