Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Crossing the Line","Flying Buttress > Bear Trap Road Routes > Madison River Area > Southwest Region > Montana",https://www.mountainproject.com/route/119498564/crossing-the-line,4.0,-1,Sport,5.11c/d,1,50,45.5877,-111.57628
"The Lorax","Random Events Wall > Lolo Area > Northwest Region > Montana",https://www.mountainproject.com/route/118926658/the-lorax,4.0,-1,"Sport, TR",5.11c/d,1,65,46.74061,-114.60446
"Say It Ain't So","South Buttress > Blue Cloud > Southwest Region > Montana",https://www.mountainproject.com/route/119406417/say-it-aint-so,3.6,-1,Sport,5.11c/d,1,85,46.61907,-112.21207
"Fistful of Steel","Scorched Earth > Scorched Earth > Stormcastle > Gallatin Canyon > Southwest Region > Montana",https://www.mountainproject.com/route/106835484/fistful-of-steel,3.2,-1,Sport,5.11c/d,1,80,45.4612,-111.2446
"On the Job Training","Hantavirus Cave > Stormcastle > Gallatin Canyon > Southwest Region > Montana",https://www.mountainproject.com/route/109018580/on-the-job-training,2.9,-1,Sport,5.11c/d,1,50,45.4526,-111.2342
"Paint it Brown","Northern Exposure > East Side > Gallatin Canyon > Southwest Region > Montana",https://www.mountainproject.com/route/110856700/paint-it-brown,3.3,-1,Sport,5.11c/d,1,,45.41943,-111.22715
"Reuben's Brother","Gregory > Billings Rimrocks > South Central Region > Montana",https://www.mountainproject.com/route/107519878/reubens-brother,3.2,-1,"Sport, TR",5.11c/d,1,50,45.8033,-108.5884
"Big Bertha Direct","Bertha Buttress > Stone Hill > Northwest Region > Montana",https://www.mountainproject.com/route/120590064/big-bertha-direct,3.0,-1,Sport,5.11c/d,2,180,48.78762,-115.29426
"Lichen Lover","Vigilante Wall > Mount Helena > Southwest Region > Montana",https://www.mountainproject.com/route/123327809/lichen-lover,3.0,-1,Sport,5.11c/d,1,100,46.59042,-112.06774
"Short Stuff","7-11 Crag > Allenspur > Paradise Valley > Southwest Region > Montana",https://www.mountainproject.com/route/109566589/short-stuff,2.6,-1,Sport,5.11c/d,1,50,45.594,-110.55906
Bmo,"The Tree House > Wolverine Bowl > Bridger Range > Southwest Region > Montana",https://www.mountainproject.com/route/114563157/bmo,3.0,-1,"Sport, Alpine",5.11c/d,1,70,45.84076,-110.93857
"Kurt's Forgotten Project","Momentum Wall > Maiden Rocks > Southwest Region > Montana",https://www.mountainproject.com/route/123504401/kurts-forgotten-project,1.0,-1,Sport,5.11c/d,1,,45.68876,-112.76473
