Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"One For the Road","Split Face Boulder > Black Rapids Bouldering > Delta Range > Interior Alaska/Alaska Range > Alaska",https://www.mountainproject.com/route/119188573/one-for-the-road,3.7,-1,"Boulder, Alpine",V3,1,12,63.50128,-145.86117
"Smoke Shack","Green Gully > Archangel Valley Sport and Traditional Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/122772709/smoke-shack,4.0,-1,"Trad, Boulder","5.10 V3",1,80,61.81376,-149.24389
"McKinley Mac (Big Mac Direct)","Mickey D’s Bouldering > Hope/Sunrise Bouldering > Kenai Peninsula Rock and Ice > Alaska",https://www.mountainproject.com/route/120640234/mckinley-mac-big-mac-direct,4.0,-1,Boulder,V3,1,23,60.93181,-149.55461
Dragonfly,"Dragonfly Creek > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/121139638/dragonfly,4.0,-1,Boulder,V3,1,15,63.79555,-148.92432
"Riddles in the Dark","The Trolls > Byron Glacier Bouldering > Portage > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/117619784/riddles-in-the-dark,4.0,-1,Boulder,V3,1,8,60.76251,-148.84563
"Cut the Pipe","Pipe it Up > Pipeline Area > Finger Mountain > Northern Alaska/Brooks Range > Alaska",https://www.mountainproject.com/route/119056963/cut-the-pipe,4.0,-1,Boulder,V3,1,12,66.37436,-150.48711
"Hang Five","Top Rope Boulder > Capt. Cook State Recreation Area > Kenai Peninsula Rock and Ice > Alaska",https://www.mountainproject.com/route/113473951/hang-five,4.0,-1,Boulder,V3,1,15,60.82399,-150.97474
"Broken Promises","Dew Mound - Lower Wall > Dew Mound > Eagle River > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/122658847/broken-promises,4.0,-1,"Sport, Boulder","5.9+ V3",1,50,61.20459,-149.25232
"Tunnel vision","Incinerator Crag > Skagway > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/106971519/tunnel-vision,4.0,-1,Boulder,V3,1,25,59.53667,-135.32837
"4 me","Mother of God > Tatlanika > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/106716561/4-me,4.0,-1,Boulder,V3,1,20,64.1702,-149.29871
Cavitation,"Upper Long Lake > Long Lake (Revised) > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/106746894/cavitation,4.0,-1,Boulder,V3,1,12,61.81204,-148.19921
"Anchor Point Arete","Anchor Point Boulder > Kenai Peninsula Rock and Ice > Alaska",https://www.mountainproject.com/route/106905149/anchor-point-arete,3.7,-1,Boulder,V3,1,17,59.7772,-151.82111
