Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Gutenobbin,"Plate Techtonics Boulder > Vector Crack Area > Cottonwood Area > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/106961544/gutenobbin,3.1,-1,Boulder,V0-1,1,,33.21046,-116.45914
"Spiral Direct","Spiral Boulder > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/105955315/spiral-direct,2.5,-1,Boulder,V0-1,1,20,34.27029,-118.60303
"The Bulge, aka 5.10+","Chlorissa > * Bishop Peak Bouldering > Bishop Peak > San Luis Obispo > Central Coast > California",https://www.mountainproject.com/route/105737486/the-bulge-aka-510,2.4,-1,Boulder,V0-1,1,15,35.30376,-120.69275
"Unknown #6","Gem Boulder > Upper Oasis > The Firestones > Yuba Gap > Donner/Truckee Bouldering > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/118657410/unknown-6,3.5,-1,Boulder,V0-1,1,,39.30755,-120.61402
"Offwidth Problem","Offwidth Rock > Hillside Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/106124585/offwidth-problem,3.1,-1,Boulder,"5.9 V0-1",1,20,32.85027,-117.02077
"Three Wise Men","Lower Irish Boulders > 7. Irish Boulders > Conejo Boulders > Conejo Mountain > Central Coast > California",https://www.mountainproject.com/route/112466944/three-wise-men,3.3,-1,Boulder,V0-1,1,,34.19908,-118.96195
"Unknown #1","Unknown Boulder > Main Approach > Bald Rock Picnic Area > Bald Rock > The Lost Sierra > Northeast California > California",https://www.mountainproject.com/route/118572732/unknown-1,2.8,-1,Boulder,V0-1,1,,39.64701,-121.34463
"Corridor Overhang","Flower Pot Boulders > Central Basin > Boulder Basin > Black Mountain > San Jacinto Mountains > California",https://www.mountainproject.com/route/107809153/corridor-overhang,2.6,-1,Boulder,"V0-1 PG13",1,15,33.82825,-116.75482
"Jabba Face","Green Burrito > Groupsites > Black Mountain > San Jacinto Mountains > California",https://www.mountainproject.com/route/118034926/jabba-face,2.5,-1,Boulder,"V0-1 PG13",1,20,33.83481,-116.74263
"Lost Wallet","Mohawk > Morro Bay Harbor > San Luis Obispo > Central Coast > California",https://www.mountainproject.com/route/122045323/lost-wallet,3.0,-1,Boulder,V0-1,1,,35.36743,-120.86787
