Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Streetcar Named Desire","Streetcar Boulder > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722911/streetcar-named-desire,3.8,-1,Boulder,V6-7,1,13,34.02758,-116.14483
"Hidden in Plain Sight","Waterway South > The Labyrinth > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/120165650/hidden-in-plain-sight,4.0,-1,Boulder,V6-7,1,15,38.03166,-120.39544
"Blind Sided","Cave Boulder > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > South Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/106600709/blind-sided,4.0,-1,Boulder,V6-7,1,,37.23029,-122.09657
Invertigoob,"Spectre Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/122084949/invertigoob,4.0,-1,Boulder,"V6-7 X",1,55,37.3381,-118.5712
"Vato Loco Chupacabra AKA The So Cal Yolked Tour!!!","Hill Top area > Hill Top > Melrose Boulders > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/108693475/vato-loco-chupacabra-aka-the-so-cal-yolked-tour,4.0,-1,Boulder,V6-7,1,20,33.22432,-117.25797
Obscura,"Lower Irish Boulders > 7. Irish Boulders > Conejo Boulders > Conejo Mountain > Central Coast > California",https://www.mountainproject.com/route/116209971/obscura,4.0,-1,Boulder,V6-7,1,6,34.19908,-118.96195
Atonement,"Sundial Boulder > House of the Setting Sun (aka The Ammo Dump) > * High Desert Bouldering > High Desert > California",https://www.mountainproject.com/route/107885365/atonement,4.0,-1,Boulder,V6-7,1,,34.66655,-116.99351
"Emerald Triangle","Swallow Rock Boulders > Swallow Rock > Dos Rios > *Northwest California Bouldering > Northwest California > California",https://www.mountainproject.com/route/119870389/emerald-triangle,4.0,-1,Boulder,V6-7,1,,39.7113,-123.34206
"Bucket of Horrors","South Slope > Lake Ramona > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/120769131/bucket-of-horrors,4.0,-1,Boulder,V6-7,1,20,33.03112,-116.99943
"Jim's Bulge","The Dome > Split Rock > Cold Springs > Northwest California > California",https://www.mountainproject.com/route/113586537/jims-bulge,4.0,-1,Boulder,V6-7,1,10,40.83479,-123.7177
