Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Stained Glass","Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106050258/stained-glass,3.9,-1,Boulder,V10,1,,37.33057,-118.57834
"Zen Flute","Zen Flute Boulder > Dale's West > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106737771/zen-flute,3.7,-1,Boulder,V10,1,13,37.3192,-118.5783
"Standing Kill Order","Slow Dance Cave > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109757452/standing-kill-order,3.7,-1,Boulder,V10,1,12,37.41624,-118.44938
"Eco Terrorist","Eco Terrorist Boulder > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > South Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/111113288/eco-terrorist,4.0,-1,Boulder,V10,1,,37.22812,-122.09662
"Welcome to the Darkside","Enlightenment Ridge > Pine Mountain > Hwy 33/Ojai Bouldering > Hwy 33/Ojai > Central Coast > California",https://www.mountainproject.com/route/107139461/welcome-to-the-darkside,4.0,-1,Boulder,V10,1,35,34.63555,-119.31105
Beefcake,"Ice Caves > Sad Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106068510/beefcake,3.2,-1,Boulder,V10,1,14,37.42254,-118.43364
"Evilution to the Lip","Grandpa Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114067388/evilution-to-the-lip,3.8,-1,Boulder,V10,1,18,37.32817,-118.57477
"Ill Cave","Ill Cave > Lost World > Kirkwood Lake Area > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/122492239/ill-cave,4.0,-1,Boulder,V10,1,,38.70546,-120.08291
"Heart Route (Free)","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110644695/heart-route-free,4.0,-1,"Trad, Boulder","5.13b V10",26,,37.73051,-119.63828
"First Come First Served","First Come First Served Boulder > The Creamery > * Santa Barbara Bouldering > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/108446702/first-come-first-served,3.6,-1,Boulder,"V10 PG13",1,30,34.45979,-119.69012
"Grand Finale aka Relentless","Main Boulder > Fort Ross > Wine Country/Northeast Bay > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735869/grand-finale-aka-relentless,4.0,-1,Boulder,V10,1,,38.52311,-123.26389
"Battle Axe (a.k.a - The Cave Problem)","Slick Foot Cave > Forever Young > Fort Sage Mountains > Doyle Area > Northeast California > California",https://www.mountainproject.com/route/118581935/battle-axe-aka-the-cave-problem,4.0,-1,Boulder,V10,1,,40.07549,-120.05327
Cosmos,"G Boulder (aka Cosmos Boulder) > Roadside Corral > OK Corral > Black Mountain > San Jacinto Mountains > California",https://www.mountainproject.com/route/108991868/cosmos,3.8,-1,Boulder,V10,1,15,33.81869,-116.75347
Verisimilitude,"Cracked Boulder > Skofield Park > * Santa Barbara Bouldering > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/108491631/verisimilitude,3.8,-1,Boulder,V10,1,12,34.45565,-119.69649
"Static Reach Sit","Clamshell Boulder > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > South Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/111770482/static-reach-sit,3.9,-1,Boulder,V10,1,,37.23069,-122.09325
"The Brute Sit","Rapunzel's Tower > Potter's Point > * Santa Barbara Bouldering > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/111588312/the-brute-sit,3.8,-1,Boulder,V10,1,10,34.48601,-119.69174
"Golden Age","Xav's Roof Boulder > Hueco Wall Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/120881520/golden-age,3.7,-1,Boulder,V10,1,35,37.31814,-118.57567
"Too Tall To Fall","Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/120710352/too-tall-to-fall,4.0,-1,Boulder,V10,1,50,37.32837,-118.57479
"Rex Kwon Do","Rex Kwon Do Boulder > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/114104084/rex-kwon-do,4.0,-1,Boulder,V10,1,15,37.31789,-118.58488
"The Right Road (aka Soul Darkness)","Boardwalk Boulder - NW Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112818129/the-right-road-aka-soul-darkness,4.0,-1,Boulder,V10,1,12,33.81738,-116.64868
"Golden Shower","Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106628870/golden-shower,4.0,-1,Boulder,"V10 R",1,25,37.3383,-118.5721
"Stretch Armstrong","Blue Flame Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108754138/stretch-armstrong,4.0,-1,Boulder,V10,1,12,33.81636,-116.64888
"Gramma Crosley","Dog Dish Boulders > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > South Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/120995990/gramma-crosley,4.0,-1,Boulder,"V10 PG13",1,18,37.22801,-122.09564
"King Air","LeConte Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121056540/king-air,4.0,-1,Boulder,"V10 R",1,,37.73969,-119.57922
