Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Hustle and Flow","Eddie Area > Hospital Boulders > Alabama",https://www.mountainproject.com/route/108670978/hustle-and-flow,4.0,-1,Boulder,V10,1,15,34.07685,-86.01774
"Hot n Tot","Roadside Boulders/Cadillac Thrills Boulder > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/118272674/hot-n-tot,4.0,-1,Boulder,V10,1,12,33.92134,-86.30839
"Gun Show","Lock N' Load > Right Bishop > Bishop Mountain > Alabama",https://www.mountainproject.com/route/121945300/gun-show,4.0,-1,Boulder,V10,1,12,34.44061,-86.38686
Godfather,"Ozzy Area > Moss Rock Preserve > Alabama",https://www.mountainproject.com/route/118227088/godfather,3.5,-1,Boulder,V10,1,15,33.38165,-86.84214
Nerds,"Steven's Cave > Middle Bishop > Bishop Mountain > Alabama",https://www.mountainproject.com/route/121695229/nerds,3.0,-1,Boulder,V10,1,,34.45569,-86.37738
J.H.,"Eddie Area > Hospital Boulders > Alabama",https://www.mountainproject.com/route/111392585/jh,3.3,-1,Boulder,V10,1,,34.07685,-86.01774
"Reignition Sit","Ozzy Area > Moss Rock Preserve > Alabama",https://www.mountainproject.com/route/118227127/reignition-sit,3.0,-1,Boulder,V10,1,15,33.38165,-86.84214
"Ghetto Superstar Right","Mulletino Boulder. > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/107366991/ghetto-superstar-right,3.0,-1,Boulder,V10,1,15,33.92089,-86.30755
"God Given","Washout Boulders / Forgotten Boulder > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/106298188/god-given,3.0,-1,Boulder,V10,1,,33.92051,-86.30947
"Slider sit start","The Slider Boulder > Slider Boulders > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/106285516/slider-sit-start,3.0,-1,Boulder,V10,1,,33.93994,-86.23849
SuperSlider,"The Slider Boulder > Slider Boulders > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/106285510/superslider,3.0,-1,Boulder,V10,1,,33.93994,-86.23849
"Out of Touch","Ozzy Area > Moss Rock Preserve > Alabama",https://www.mountainproject.com/route/118227308/out-of-touch,2.0,-1,Boulder,V10,1,15,33.38165,-86.84214
"Sensei Milla","Ninja Camp Boulders > The Citadel > Alabama",https://www.mountainproject.com/route/125458613/sensei-milla,3.0,-1,Boulder,V10,1,14,34.47689,-85.67276
"Bread Loaf Factory","Ninja Camp Boulders > The Citadel > Alabama",https://www.mountainproject.com/route/125458629/bread-loaf-factory,4.0,-1,Boulder,V10,1,10,34.47689,-85.67276
"Aim 'N' Shoot","Lock N' Load > Right Bishop > Bishop Mountain > Alabama",https://www.mountainproject.com/route/125666621/aim-n-shoot,4.0,-1,Boulder,V10,1,,34.44061,-86.38686
