Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
[Redacted],"[Redacted] > Barton Creek Greenbelt > Austin Area > Texas",https://www.mountainproject.com/route/109075190/redacted,3.2,-1,Boulder,V7-8,1,,30.24853,-97.79687
"Quality Control","Quality Crontrol cliff band > Nolan River > Texas",https://www.mountainproject.com/route/118886549/quality-control,4.0,-1,Boulder,V7-8,1,10,32.14634,-97.40668
"Mary's Arete","The Shield > Tonkawa Falls > Texas",https://www.mountainproject.com/route/107193752/marys-arete,4.0,-1,Boulder,"V7-8 PG13",1,15,31.53632,-97.43188
Silverback,"Silverback > East Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/109694422/silverback,3.7,-1,Boulder,V7-8,1,,31.9171,-106.0391
"The return of Quetzalcoatl","Upper Gutter > The Gutter > Palo Duro Canyon State Park > Texas",https://www.mountainproject.com/route/107274320/the-return-of-quetzalcoatl,3.0,-1,Boulder,V7-8,1,16,34.982,-101.6693
"Rags to Riches","Big and Tall Boulder > Nolan River > Texas",https://www.mountainproject.com/route/118886256/rags-to-riches,3.0,-1,Boulder,V7-8,1,15,32.14744,-97.4067
"The Neo Project","Mini Blue > The Boulder Gardens > Palo Duro Canyon State Park > Texas",https://www.mountainproject.com/route/107344245/the-neo-project,3.0,-1,Boulder,V7-8,1,13,34.94077,-101.65102
"Earn Your Supper","Scrunchy Wall > McKinney Falls State Park > Austin Area > Texas",https://www.mountainproject.com/route/118125187/earn-your-supper,2.5,-1,Boulder,V7-8,1,,30.18671,-97.72225
"Bobby Boston Cream","Bobby's Bakery > West Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/109668381/bobby-boston-cream,2.5,-1,Boulder,V7-8,1,15,31.9129,-106.0456
"Beer Can Traverse","The New Meadow > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/111444526/beer-can-traverse,2.0,-1,Boulder,V7-8,1,,31.9232,-106.0437
"The Borg (V7/8 Variation)","Kingdom of Ging > Gus Fruh > Barton Creek Greenbelt > Austin Area > Texas",https://www.mountainproject.com/route/114268962/the-borg-v78-variation,2.0,-1,Boulder,V7-8,1,10,30.25077,-97.79696
