Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"The Incisor","Tangerine Wall > Muscatatuck Park > Indiana",https://www.mountainproject.com/route/116116940/the-incisor,3.3,-1,Boulder,"V7 PG13",1,15,38.98753,-85.61891
"Mother's Milk","Tangerine Wall > Muscatatuck Park > Indiana",https://www.mountainproject.com/route/120457660/mothers-milk,2.8,-1,Boulder,V7,1,12,38.98753,-85.61891
"Undoing Yourself","Tangerine Wall > Muscatatuck Park > Indiana",https://www.mountainproject.com/route/123569163/undoing-yourself,2.0,-1,Boulder,V7,1,15,38.98753,-85.61891
"How Many Mics","Strawberry Fields > Muscatatuck Park > Indiana",https://www.mountainproject.com/route/123648424/how-many-mics,2.0,-1,Boulder,V7,1,18,38.98855,-85.616
"BLT Show","Tangerine Wall > Muscatatuck Park > Indiana",https://www.mountainproject.com/route/124055108/blt-show,3.0,-1,Boulder,"V7 PG13",1,18,38.98753,-85.61891
