Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Copa Cabana","Ten Pins Area > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/106594114/copa-cabana,2.9,-1,Boulder,V2-3,1,,33.92116,-86.30755
"Kiss My Grits!","Arrowhead Trail > Monte Sano State Park > Alabama",https://www.mountainproject.com/route/120426801/kiss-my-grits,4.0,-1,Boulder,V2-3,1,12,34.7216,-86.53713
Bandwidth,"Lower Area > Hospital Boulders > Alabama",https://www.mountainproject.com/route/111393178/bandwidth,3.1,-1,Boulder,V2-3,1,12,34.07656,-86.01718
"Three Toed Sloth","Arrowhead Trail > Monte Sano State Park > Alabama",https://www.mountainproject.com/route/112870968/three-toed-sloth,3.0,-1,Boulder,V2-3,1,20,34.7216,-86.53713
"Lunar Impact","One Small Step Rock > Middle Bishop > Bishop Mountain > Alabama",https://www.mountainproject.com/route/122118920/lunar-impact,3.3,-1,Boulder,V2-3,1,8,34.45884,-86.37839
"Empty Pockets","The Rock that is Higher than I > The Rocks that are Higher than I Bouldering Area > Hurricane Creek Bouldering Problems > Hurricane Creek Park (Tuscaloosa) > Alabama",https://www.mountainproject.com/route/116544736/empty-pockets,3.0,-1,Boulder,V2-3,1,25,33.21399,-87.44929
Bushwhacker,"Fire Down Below Boulders > Smith Mountain > Alabama",https://www.mountainproject.com/route/113737744/bushwhacker,2.5,-1,Boulder,V2-3,1,,32.80985,-85.83836
"Joke's Over","Turtle Rock Area/ Whiplash Boulders. > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/107391656/jokes-over,2.2,-1,Boulder,V2-3,1,8,33.92088,-86.30879
Cheeseburger,"The Middle/ Flow Area > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/107409823/cheeseburger,2.0,-1,Boulder,V2-3,1,8,33.92065,-86.30882
"Clearance Arete","Turtle Rock Area/ Warning Signs Boulder > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/107378806/clearance-arete,2.0,-1,Boulder,V2-3,1,8,33.92107,-86.30892
"Traverse in Reverse","Latrine Boulder > Smith Mountain > Alabama",https://www.mountainproject.com/route/113956387/traverse-in-reverse,2.0,-1,Boulder,V2-3,1,25,32.81024,-85.83817
Cheddar,"Big Boss Man Wall > Smith Mountain > Alabama",https://www.mountainproject.com/route/110094274/cheddar,2.0,-1,Boulder,V2-3,1,20,32.80925,-85.83824
"Project Boulder 1","Lakeshore Trail Boulders > Smith Mountain > Alabama",https://www.mountainproject.com/route/113768367/project-boulder-1,2.0,-1,Boulder,V2-3,1,10,32.81024,-85.83817
Vulcan/Unknown,"Overhang > Colbert Heights > Alabama",https://www.mountainproject.com/route/106329925/vulcanunknown,2.0,-1,Boulder,V2-3,1,12,34.6784,-87.7051
