Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Five-O,"Supa Coola Area > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/122009965/five-o,4.0,-1,Boulder,V9,1,,33.9294,-86.249
"Ghetto Superstar","Mulletino Boulder. > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/106286476/ghetto-superstar,3.6,-1,Boulder,V9,1,,33.92089,-86.30755
"Beef It","Grass Man Area > Moss Rock Preserve > Alabama",https://www.mountainproject.com/route/116523740/beef-it,3.5,-1,Boulder,V9,1,12,33.38188,-86.84141
Slider,"The Slider Boulder > Slider Boulders > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/106095008/slider,3.8,-1,Boulder,V9,1,,33.93994,-86.23849
"Bull Moose","Creekside > Buck’s Pocket > Alabama",https://www.mountainproject.com/route/121897098/bull-moose,3.0,-1,Boulder,V9,1,,34.47493,-86.06007
"Rick James Arete","Grass Man Area > Moss Rock Preserve > Alabama",https://www.mountainproject.com/route/121675942/rick-james-arete,3.0,-1,Boulder,V9,1,15,33.38188,-86.84141
Signify,"Omen Area > Bishop Mountain > Alabama",https://www.mountainproject.com/route/121949525/signify,3.0,-1,Boulder,"V9 R",1,35,34.44612,-86.38401
Pegmodo,"The Middle/ Flow Area > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/107409523/pegmodo,3.0,-1,Boulder,V9,1,12,33.92065,-86.30882
"No Tranquility","Flat Roof Boulder > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/106302384/no-tranquility,3.0,-1,Boulder,V9,1,,33.92032,-86.3102
"Cadillac Thrills","Roadside Boulders/Cadillac Thrills Boulder > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/106285841/cadillac-thrills,3.0,-1,Boulder,V9,1,,33.92134,-86.30839
"Steven's Right","Steven's Cave > Middle Bishop > Bishop Mountain > Alabama",https://www.mountainproject.com/route/120428506/stevens-right,2.0,-1,Boulder,V9,1,,34.45569,-86.37738
Bradiation,"Flat Roof Boulder > Horse Pens 40 > Alabama",https://www.mountainproject.com/route/106285498/bradiation,1.0,-1,Boulder,V9,1,,33.92032,-86.3102
Scalpel,"Barn Area > Hospital Boulders > Alabama",https://www.mountainproject.com/route/111392163/scalpel,3.0,-1,Boulder,V9,1,,34.07677,-86.01818
"Since the Break","Lower Area > Hospital Boulders > Alabama",https://www.mountainproject.com/route/111393278/since-the-break,3.0,-1,Boulder,V9,1,,34.07656,-86.01718
"Grand Poppa","Big Poppa Boulder > The Citadel > Alabama",https://www.mountainproject.com/route/125458566/grand-poppa,3.0,-1,Boulder,V9,1,15,34.47443,-85.67304
"Ninja Camp Roof","Ninja Camp Boulders > The Citadel > Alabama",https://www.mountainproject.com/route/125458600/ninja-camp-roof,3.0,-1,Boulder,V9,1,14,34.47689,-85.67276
